,Flag,Company,Ticker,Unnamed: 3,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date.1,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
1139,225134646,Aviragen Therapeutics Inc,VXRT US,#N/A Review,SC Fundamental LLC,30/06/2017 0:00,7/2/2018,2017,5,18,13/02/2018 0:00,6: Compensation Changes; Liquidation; Sale of Company; Board Representation; Oppose Acquisition; Strategic Review,26.65537,25098800.0,5.1,DOCV /ID 0001019056-17-000595,NI COMPANY:VXRT@US 'SC Fundamental',Start: 2017-06-30. UTC: 2017-06-30T13:55:57.000Z,VXRT US Equity,30/06/2017 0:00,7/2/2018,2018.0,2.0,7.0,Health Care,Biotech & Pharma,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,1280038.8,3.095165,-57.58327,22.85287,26.65537
1142,225134646,Potbelly Corp,POTBELLY,#N/A Invalid Security,Ancora Advisors LLC,22/06/2017 0:00,5/10/2017,2017,5,18,16/05/2023 0:00,3: Board Representation; Sale of Company; Strategic Review,-26.75556,281764000.0,4.0,NSN ORYFHH3MSFLS,NI COMPANY:PBPB@US 'Ancora',Start: 2017-06-22. UTC: 2017-06-22T15:10:29.779Z,PBPB US Equity,22/06/2017 0:00,5/10/2017,2017.0,10.0,5.0,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,11270560.0,1.777778,18.66667,-28.03493,-5.139421
1144,225134646,magicJack VocalTec Ltd,CALL US,#N/A Review,Twinleaf LLC,20/06/2017 0:00,1/8/2017,2017,5,22,05/01/2018 0:00,5: Strategic Review; Sale of Company; Compensation Changes; Board Representation; Return Capital/Buybacks,15.75342,117099400.0,5.0,DOCV /ID 0001691561-17-000002,NI COMPANY:CALL@US 'Twinleaf',Start: 2017-06-20. UTC: 2017-06-20T19:57:25.000Z,CALL US Equity,20/06/2017 0:00,1/8/2017,2017.0,8.0,1.0,Communications,Telecommunications,Success,North America,United States,ISRAEL,,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,5854970.0,-1.369863,17.12329,17.36111,15.75342
1146,225134646,Brightcove Inc,BCOV US,BRTCOV,Edenbrook Capital LLC,19/06/2017 0:00,1/11/2022,2017,5,25,,Discussions only,-64.64,213501200.0,5.0,DOCV /ID 0000919574-17-004915,NI COMPANY:BCOV@US 'Edenbrook',Start: 2017-06-19. UTC: 2017-06-19T13:26:40.000Z,BCOV US Equity,19/06/2017 0:00,1/11/2022,2022.0,11.0,1.0,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,"Open - Stake Open, Hostilities Ended",Secondary Focus,10675060.0,2.4,61.6,-65.46875,-14.424199
1149,225134646,Sabra Health Care REIT Inc,SBRA US,SBRA,Eminence Capital LP,12/6/2017,15/08/2017 0:00,2017,5,30,15/08/2017 0:00,1: Oppose Acquisition,-7.483871,1520798000.0,3.9,DOCV /ID 0001193125-17-201549,NI COMPANY:SBRA@US 'Eminence',Start: 2017-06-12. UTC: 2017-06-12T21:08:42.000Z,SBRA US Equity,13/06/2017 0:00,15/08/2017 0:00,2017.0,8.0,15.0,Real Estate,REIT,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,59311122.0,0.129032,-0.356493,-7.603093,-7.483871
1154,225134646,Energen Corp,ENERGEN,#N/A Invalid Security,Corvex Management LP,31/05/2017 0:00,7/3/2018,2017,6,9,21/05/2018 0:00,5: Sale of Company; Strategic Review; Board Representation; Break Up; Other (Announcement of work with Leading Investment bank for strategic alternatives),28.94642,5405619700.0,5.5,DOCV /ID 0001193125-17-187850,NI COMPANY:EGN@US 'Corvex',Start: 2017-05-31. UTC: 2017-05-31T10:05:52.000Z,EGN US Equity,31/05/2017 0:00,7/3/2018,2018.0,3.0,7.0,Energy,Oil & Gas Producers,Success,North America,United States,UNITED STATES OF AMERICA,AL,Proxy Fight,Closed - Activist Stake Sold,Core Activist,297309083.5,2.553038,21.97051,25.73633,28.94642
1161,225134646,Babcock & Wilcox Enterprises Inc,BW US,BW,Lightship Capital LLC,22/05/2017 0:00,,2017,6,21,11/08/2017 0:00,Stake Only 13D: No Public Activism,-72.3384,513709400.0,9.9,DOCV /ID 0000902664-17-002449,NI COMPANY:BW@US 'Lightship',Start: 2017-05-22. UTC: 2017-05-22T17:00:38.000Z,BW US Equity,22/05/2017 0:00,,,,,Industrials,Electrical Equipment,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,50857230.6,1.425856,-50.04735,-72.72727,-72.3384
1162,225134646,Hill International Inc,HIL US,HIL,Ancora Advisors LLC,18/05/2017 0:00,11/6/2020,2017,6,22,19/08/2022 0:00,4: Strategic Review; Sale of Company; Compensation Changes; Cost Cutting,-39.78495,241233700.0,5.44,NSN OQ60YY3MMTC0,NI COMPANY:HIL@US 'Ancora',Start: 2017-05-18. UTC: 2017-05-18T20:30:34.429Z,HIL US Equity,19/05/2017 0:00,11/6/2020,2020.0,6.0,11.0,Industrials,Commercial Support Services,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,13123113.28,5.376344,19.35484,-42.85714,-9.201778
1167,225134646,Etsy Inc,ETSY US,ETSY,TPG Capital LP/US and Dragoneer Investment Group LLC,15/05/2017 0:00,15/08/2017 0:00,2017,7,3,15/08/2017 0:00,1: Strategic Review,38.16254,1318964400.0,4.3,DOCV /ID 0001193125-17-170762,NI COMPANY:ETSY@US 'TPG Capital',Start: 2017-05-15. UTC: 2017-05-15T21:17:34.000Z,ETSY US Equity,16/05/2017 0:00,15/08/2017 0:00,2017.0,8.0,15.0,Consumer Discretionary,E-Commerce Discretionary,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,56715469.2,21.28975,159.7173,13.91114,38.16254
1175,225134646,Brightcove Inc,BCOV US,BRTCOV,Tenzing Global Management LLC,8/5/2017,12/5/2018,2017,7,14,17/10/2022 0:00,3: Remove Director/Withhold Votes; Management Changes; Cost Cutting,9.377593,203547500.0,4.2,NSN OPN1KZ3MSFLS,NI COMPANY:BCOV@US 'Tenzing',Start: 2017-05-08. UTC: 2017-05-08T14:29:23.857Z,BCOV US Equity,08/05/2017 0:00,12/5/2018,2018.0,5.0,12.0,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,8548995.0,-2.074689,64.31535,11.69491,1.659346
1182,225134646,Etsy Inc,ETSY US,ETSY,Black-And-White Capital LP,2/5/2017,2/5/2018,2017,7,24,02/05/2018 0:00,8: Sale of Company; Strategic Review; Cost Cutting; Independent Chair; Board Representation; Compensation Changes; Declassify Board; Other (Ability for shareholder to act by special meeting),178.2098,1288670200.0,2.0,NSN OPBW80MEWG74,NI COMPANY:ETSY@US 'Black-And-White',Start: 2017-05-02. UTC: 2017-05-02T14:00:00.251Z,ETSY US Equity,02/05/2017 0:00,2/5/2018,2018.0,5.0,2.0,Consumer Discretionary,E-Commerce Discretionary,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,25773404.0,2.983725,178.2098,170.1492,178.2098
1185,225134646,PICO Holdings Inc,250758Q US,#N/A Field Not Applicable,Lawndale Capital Management LLC,1/5/2017,10/5/2017,2017,7,31,01/05/2018 0:00,1: Independent Chair,1.918977,371465700.0,,https://seekingalpha.com/article/4067369-lawndale-capital-management-announces-voting-intent-pico-holdings-2017-proposals,NI COMPANY:VWTR@US 'Lawndale',Start: 2017-05-01. First Affected: 2017-05-01,VWTR US Equity,01/05/2017 0:00,10/5/2017,2017.0,5.0,10.0,Real Estate,Real Estate Owners & Developers,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,4.347826,1.918977,-2.327647,1.918977
1196,225134646,Peabody Energy Corp,PEABODY ENERGY,#N/A Invalid Security,Discovery Capital Management LLC/CT,13/04/2017 0:00,17/01/2018 0:00,2017,8,14,17/01/2018 0:00,Discussions only,67.92611,1690791200.0,29.6,DOCV /ID 0000919574-17-003424,NI COMPANY:BTU@US 'Discovery',Start: 2017-04-13. UTC: 2017-04-13T20:40:05.000Z,BTU US Equity,17/04/2017 0:00,17/01/2018 0:00,2018.0,1.0,17.0,Materials,Metals & Mining,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,500474195.2,-1.679261,53.61582,70.79419,67.92611
1197,225134646,ONE Group Hospitality Inc/The,STKS US,STKS,Kanen Wealth Management LLC,13/04/2017 0:00,,2017,8,14,,Stake Only 13D: 1 Board Seat Granted,72.0524,57365900.0,7.8,DOCV /ID 0001144204-17-020283,NI COMPANY:STKS@US 'Kanen',Start: 2017-04-13. UTC: 2017-04-13T16:24:33.000Z,STKS US Equity,13/04/2017 0:00,,,,,Consumer Discretionary,Leisure Facilities & Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,"Open - Stake Open, No Hostilities Announced",Core Activist,4474540.2,-6.113537,6.113537,83.25581,8.234379
1202,225134646,Rent-A-Center Inc/TX,UPBD TL B 1L USD,UPBD,Marcato Capital Management LP,10/4/2017,15/05/2018 0:00,2017,8,21,15/05/2018 0:00,4: Sale of Company; Strategic Review; Support 3rd Party Activist; Remove Director/Withhold Votes,6.036297,510689700.0,4.9,NSN OO79SO6JTSE8,NI COMPANY:UPBD@US 'Marcato',Start: 2017-04-10. UTC: 2017-04-10T15:31:36.762Z,UPBD US Equity,10/04/2017 0:00,15/05/2018 0:00,2018.0,5.0,15.0,Consumer Discretionary,Consumer Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,25023795.3,7.1875,3.72888,-1.074008,5.493883
1204,225134646,Qumu Corp,QUMU,#N/A Invalid Security,Harbert Fund Advisors Inc,3/4/2017,19/12/2017 0:00,2017,8,23,08/02/2023 0:00,Discussions only,-67.55235,25543900.0,6.2,DOCV /ID 0000919574-17-003109,NI COMPANY:QUMU@US 'Harbert',Start: 2017-04-03. UTC: 2017-04-03T21:22:14.000Z,QUMU US Equity,04/04/2017 0:00,19/12/2017 0:00,2017.0,12.0,19.0,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,MN,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,1583721.8,-3.971119,-35.74007,-66.21053,-17.496776
1205,225134646,Peabody Energy Corp,PEABODY ENERGY,#N/A Invalid Security,Elliott Investment Management LP,3/4/2017,,2017,8,25,,Stake Only 13D: 5 Board Seats Granted,-12.00912,1934259500.0,25.4,DOCV /ID 0001193125-17-108650,NI COMPANY:BTU@US 'Elliott',Start: 2017-04-03. UTC: 2017-04-03T20:58:29.000Z,BTU US Equity,04/04/2017 0:00,,,,,Materials,Metals & Mining,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,"Open - Stake Open, No Hostilities Announced",Core Activist,491301913.0,-12.09677,20.23605,0.099715,-1.841785
1207,225134646,SITO Mobile Ltd,STTO US,#N/A Field Not Applicable,TAR Holdings LLC,3/4/2017,29/08/2017 0:00,2017,8,28,29/08/2017 0:00,5: Board Representation; Remove Poison Pill; Remove Director/Withhold Votes; Management Changes; Support 3rd Party Activist,63.81323,53150300.0,10.2,DOCV /ID 0001144204-17-018411,NI COMPANY:STTO@US 'TAR',Start: 2017-04-03. UTC: 2017-04-03T15:55:20.000Z,STTO US Equity,03/04/2017 0:00,29/08/2017 0:00,2017.0,8.0,29.0,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,5421330.6,-0.389105,30.7393,64.453125,63.81323
1222,225134646,Deckers Outdoor Corp,DECKERS OUTDOOR,#N/A Invalid Security,Red Mountain Capital Partners LLC,27/03/2017 0:00,14/02/2018 0:00,2017,9,15,14/02/2018 0:00,6: Sale of Company; Break Up; Cost Cutting; Compensation Changes; Strategic Review; Return Capital/Buybacks,68.99664,1804781900.0,3.3,NSN ONHP5W3MSFLS,NI COMPANY:DECK@US 'Red Mountain',Start: 2017-03-27. UTC: 2017-03-27T20:05:56.697Z,DECK US Equity,28/03/2017 0:00,14/02/2018 0:00,2018.0,2.0,14.0,Consumer Discretionary,Apparel & Textile Products,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,59557802.7,3.751548,59.67086,62.88589,68.99664
1231,225134646,magicJack VocalTec Ltd,CALL US,#N/A Review,Hoak Public Equities LP,20/03/2017 0:00,20/12/2017 0:00,2017,9,27,20/12/2017 0:00,Discussions only,-5.337079,142851100.0,5.2,DOCV /ID 0001580695-17-000176,NI COMPANY:CALL@US 'Hoak',Start: 2017-03-20. UTC: 2017-03-20T18:29:13.000Z,CALL US Equity,20/03/2017 0:00,20/12/2017 0:00,2017.0,12.0,20.0,Communications,Telecommunications,Not Applicable,North America,United States,ISRAEL,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,7428257.2,-1.123595,-5.05618,-4.261364,-5.337079
1233,225134646,SITO Mobile Ltd,STTO US,#N/A Field Not Applicable,Stephen D Baksa and Thomas Candelaria,17/03/2017 0:00,5/6/2017,2017,9,29,22/08/2017 0:00,2: Board Control; Other (Fix board size),73.96694,50048100.0,6.7,DOCV /ID 0001571049-17-002578,NI COMPANY:STTO@US 'Stephen',Start: 2017-03-17. UTC: 2017-03-17T21:21:26.000Z,STTO US Equity,20/03/2017 0:00,5/6/2017,2017.0,6.0,5.0,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,3353222.7,-7.443182,78.92562,87.95692,73.96694
1237,225134646,Bazaarvoice Inc,1624250D US,BV,RGM Capital LLC,13/03/2017 0:00,29/11/2017 0:00,2017,10,4,29/11/2017 0:00,Discussions only,33.53659,342959100.0,9.04,DOCV /ID 0001323953-17-000017,NI COMPANY:1624250D@US 'RGM Capital',Start: 2017-03-13. UTC: 2017-03-13T20:29:05.000Z,1624250D US Equity,14/03/2017 0:00,29/11/2017 0:00,2017.0,11.0,29.0,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,31003502.64,6.097561,34.14634,25.86207,33.53659
1239,225134646,Community Health Systems Inc,CYH US,CYH,Shanda Asset Management Holdings Ltd,13/03/2017 0:00,26/07/2019 0:00,2017,10,6,11/03/2021 0:00,Discussions only,4.458599,1072460800.0,13.74,DOCV /ID 0001193125-17-079434,NI COMPANY:CYH@US 'Shanda Asset',Start: 2017-03-13. UTC: 2017-03-13T10:22:11.000Z,CYH US Equity,13/03/2017 0:00,26/07/2019 0:00,2019.0,7.0,26.0,Health Care,Health Care Facilities & Svcs,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,147356113.9,-0.318471,-52.33546,4.792332,1.097239
1257,225134646,Bristol-Myers Squibb Co,BMY US,BMY,Icahn Enterprises LP,21/02/2017 0:00,21/02/2018 0:00,2017,11,6,21/02/2018 0:00,Discussions only,25.17857,91232444600.0,,NSN OLQS7Z6VDKHS,NI COMPANY:BMY@US 'Icahn',Start: 2017-02-21. UTC: 2017-02-21T20:43:11.259Z,BMY US Equity,21/02/2017 0:00,21/02/2018 0:00,2018.0,2.0,21.0,Health Care,Biotech & Pharma,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,,0.348049,25.17857,24.7444,25.17857
1261,225134646,Bristol-Myers Squibb Co,BMY US,BMY,JANA Partners LLC,21/02/2017 0:00,,2017,11,14,15/05/2017 0:00,Stake Only: 3 Board Seats Granted,1.675841,91232444600.0,0.2,NSN OLQ3YCMEQTXC,NI COMPANY:BMY@US 'JANA',Start: 2017-02-21. UTC: 2017-02-21T11:59:00.163Z,BMY US Equity,21/02/2017 0:00,,,,,Health Care,Biotech & Pharma,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,182464889.2,0.348049,25.17857,1.323187,1.675841
1265,225134646,Arconic Inc,ARNC 5 3/8,ARNC,Lion Point Capital LP,16/02/2017 0:00,14/08/2017 0:00,2017,11,16,14/08/2017 0:00,1: Support 3rd Party Activist,-15.5276,12807950300.0,0.22,NSN OLHB1BBUJSAZ,NI COMPANY:HWM@US 'Lion Point',Start: 2017-02-16. UTC: 2017-02-16T17:53:35.413Z,HWM US Equity,16/02/2017 0:00,14/08/2017 0:00,2017.0,8.0,14.0,Industrials,Aerospace & Defense,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,28177490.66,0.958576,-12.39449,-16.32965,-15.5276
1266,225134646,Procter & Gamble Co/The,PG US,PG,Trian Fund Management LP,14/02/2017 0:00,10/10/2017,2017,11,16,14/08/2020 0:00,2: Board Representation; Cost Cutting,70.71738,225000000000.0,1.47,NSN QBSDF6EIXDEW,NI COMPANY:PG@US 'Trian',Start: 2017-02-14. UTC: 2017-02-14T21:31:14.059Z,PG US Equity,15/02/2017 0:00,10/10/2017,2017.0,10.0,10.0,Consumer Staples,Household Products,Success,North America,United States,UNITED STATES OF AMERICA,OH,Proxy Fight,Closed - Activist Stake Sold,Core Activist,3301797798.0,3.710449,-3.292288,64.60963,16.531432
1272,225134646,Deckers Outdoor Corp,DECKERS OUTDOOR,#N/A Invalid Security,Marcato Capital Management LP,8/2/2017,9/3/2018,2017,11,20,09/03/2018 0:00,5: Sale of Company; Board Control; Break Up; Strategic Review; Board Representation,116.7148,1443496900.0,6.0,DOCV /ID 0000914121-17-000157,NI COMPANY:DECK@US 'Marcato',Start: 2017-02-08. UTC: 2017-02-08T20:03:36.000Z,DECK US Equity,08/02/2017 0:00,9/3/2018,2018.0,3.0,9.0,Consumer Discretionary,Apparel & Textile Products,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Former Core,86609814.0,8.979774,101.5559,98.85784,104.722609
1274,225134646,Arconic Inc,ARNC 5 3/8,ARNC,First Pacific Advisors LP,6/2/2017,14/02/2019 0:00,2017,11,20,08/05/2020 0:00,1: Support 3rd Party Activist,-40.12663,11356587200.0,4.5,NSN OKZ0KN6VDKHS,NI COMPANY:HWM@US 'First Pacific',Start: 2017-02-06. UTC: 2017-02-06T20:50:47.120Z,HWM US Equity,06/02/2017 0:00,14/02/2019 0:00,2019.0,2.0,14.0,Industrials,Aerospace & Defense,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,511046424.0,1.158301,-1.510248,-40.81221,-14.591748
1279,225134646,PICO Holdings Inc,250758Q US,#N/A Field Not Applicable,Bandera Partners LLC,30/01/2017 0:00,,2017,11,28,25/05/2022 0:00,Stake Only 13D: 1 Board Seat Granted,51.23682,329892200.0,4.2,NSN OKM4EI3RXUKG,NI COMPANY:VWTR@US 'Bandera',Start: 2017-01-30. UTC: 2017-01-30T21:44:42.727Z,VWTR US Equity,31/01/2017 0:00,,,,,Real Estate,Real Estate Owners & Developers,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,13855472.4,-0.34965,25.79063,51.76748,8.09399
1281,225134646,Rent-A-Center Inc/TX,UPBD TL B 1L USD,UPBD,Engaged Capital LLC,30/01/2017 0:00,5/2/2018,2017,12,1,08/06/2021 0:00,5: Strategic Review; Board Representation; Sale of Company; Cost Cutting; Remove Poison Pill,787.3781,425728400.0,9.9,DOCV /ID 0001193805-17-000069,NI COMPANY:UPBD@US 'Engaged',Start: 2017-01-30. UTC: 2017-01-30T13:31:01.000Z,UPBD US Equity,30/01/2017 0:00,5/2/2018,2018.0,2.0,5.0,Consumer Discretionary,Consumer Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,42147111.6,6.741573,38.70092,731.3331,65.062187
1302,225134646,magicJack VocalTec Ltd,CALL US,#N/A Review,Carnegie Technologies LLC,5/1/2017,30/03/2017 0:00,2017,12,29,30/03/2018 0:00,2: Board Control; Support 3rd Party Activist,15.06849,116045900.0,1.6,NSN OJBF60MEQTXD,NI COMPANY:CALL@US 'Carnegie',Start: 2017-01-05. UTC: 2017-01-05T16:30:00.186Z,CALL US Equity,05/01/2017 0:00,30/03/2017 0:00,2017.0,3.0,30.0,Communications,Telecommunications,Partial Success,North America,United States,ISRAEL,,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,1856734.4,10.9589,15.75342,3.703704,12.086302
1304,225134646,EQT Corp,EQT,#N/A Invalid Security,Chapter IV Investors LLC,1/3/2017,1/6/2017,2017,12,29,42741,2: Strategic Review; Sale of Company,-0.107034,11298372900.0,0.15,NSN OJ7G40MEWG7O,NI COMPANY:EQT@US 'Chapter',Start: 2017-01-03. UTC: 2017-01-03T13:00:00.240Z,EQT US Equity,42738,1/6/2017,2017.0,6.0,1.0,Energy,Oil & Gas Producers,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,16947559.35,-2.033639,-9.719145,1.966599,-0.107034
1312,225134646,Medley Capital Corp,MEDLEY CAPITAL,#N/A Invalid Security,Moab Capital Partners LLC,19/12/2018 0:00,5/5/2021,2018,1,10,05/05/2021 0:00,4: Oppose Merger (Target); Strategic Review; Sale of Company; Realize NAV,-42.18739,167235800.0,3.0,NSN PJZIS93MMTC0,NI COMPANY:PFX@US 'Moab',Start: 2018-12-19. UTC: 2018-12-19T13:00:09.814Z,PFX US Equity,19/12/2018 0:00,5/5/2021,2021.0,5.0,5.0,Financials,Asset Management,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,5017074.0,3.583062,-27.50645,-44.18719,-20.580189
1313,225134646,EQT Corp,EQT,#N/A Invalid Security,Elliott Investment Management LP,18/12/2018 0:00,7/10/2019,2018,1,10,14/08/2019 0:00,1: Support 3rd Party Activist,-37.07206,4801018600.0,2.1,NSN PJYC5ESYF01V,NI COMPANY:EQT@US 'Elliott',Start: 2018-12-18. UTC: 2018-12-18T21:39:14.509Z,EQT US Equity,19/12/2018 0:00,7/10/2019,2019.0,10.0,7.0,Energy,Oil & Gas Producers,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,100821390.6,0.105988,-42.99218,-37.13869,-37.07206
1321,225134646,Medley Capital Corp,MEDLEY CAPITAL,#N/A Invalid Security,FrontFour Capital Group LLC,13/12/2018 0:00,4/16/2019,2018,1,18,25/10/2019 0:00,4: Oppose Merger (Target); Sale of Company; Strategic Review; Break Up,-31.9345,174862200.0,3.7,DOCV /ID 0000921895-18-003288,NI COMPANY:PFX@US 'FrontFour',Start: 2018-12-13. UTC: 2018-12-13T18:20:59.000Z,PFX US Equity,13/12/2018 0:00,4/16/2019,2019.0,16.0,4.0,Financials,Asset Management,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,6469901.4,1.246106,-31.9345,-32.77223,-31.9345
1324,225134646,Avadel Pharmaceuticals PLC,AVDL US,#N/A Review,Broadfin Capital LLC,11/12/2018,,2018,1,23,13/02/2020 0:00,Stake Only 13D: 2 Board Seats Granted,173.0769,96231200.0,8.4,NSN PJKQU53S3GU8,NI COMPANY:AVDL@US 'Broadfin',Start: 2018-12-11. UTC: 2018-12-11T13:30:05.625Z,AVDL US Equity,11/12/2018 0:00,,,,,Health Care,Biotech & Pharma,Not Applicable,North America,United States,IRELAND,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,8083420.8,1.153846,193.0769,169.962,135.070517
